# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YOL070C	439	583	48	198
gene-YOL069W	188	242	29	109
gene-YOL068C	925	1000	377	1091
gene-YOL067C	352	306	62	166
gene-YOL066C	79	108	185	763
gene-YOL065C	259	324	10	19
gene-YOL064C	160	323	139	611
gene-YOL063C	226	236	35	177
gene-YOL062C	484	1071	129	626
gene-YOL061W	311	518	469	1571
gene-YOL060C	1076	908	76	308
gene-YOL059W	614	1336	351	1371
gene-YOL058W	448	2755	201	628
gene-YOL057W	282	517	30	271
gene-YOL056W	16	59	40	174
gene-YOL055C	251	433	48	224
gene-YNCO0004C	0	0	0	0
gene-YNCO0005W	0	0	0	0
gene-YOL054W	352	290	51	195
gene-YOL053W	151	287	7	39
gene-YOL052C-A	18550	5609	176	173
gene-YOL052C	176	521	132	429
gene-YNCO0006W	16	20	0	1
gene-YOL051W	3340	2266	210	628
gene-YOL049W	483	746	41	257
gene-YOL048C	1178	737	18	65
gene-YOL047C	101	38	21	25
gene-YOL045W	217	48	174	393
gene-YOL044W	1040	568	56	123
gene-YOL043C	341	290	71	247
gene-YOL042W	287	325	68	303
gene-YOL041C	77	172	1195	4271
gene-YOL040C	2177	4362	4302	16806
gene-YOL039W	391	1901	2044	8525
gene-YOL038C-A	19	11	0	3
gene-YOL038W	1512	2271	137	773
gene-YOL036W	1490	1024	290	1104
gene-YNCO0007W	3	4	0	3
gene-YOL034W	185	255	27	162
gene-YOL033W	38	132	14	66
gene-YOL032W	1797	3803	21	112
gene-YOL031C	182	294	61	295
gene-YOL030W	2005	3157	559	1786
gene-YOL029C	24	67	52	152
gene-YOL028C	23	56	30	146
gene-YOL027C	1457	1404	272	939
gene-YOL026C	618	396	32	186
gene-YNCO0008W	0	0	0	0
gene-YOL025W	851	464	48	157
gene-YOL024W	13	11	2	6
gene-YOL023W	449	687	35	144
gene-YOL022C	346	476	286	992
gene-YNCO0009W	1	1	0	0
gene-YOL021C	287	365	391	1304
gene-YOL020W	187	264	241	748
gene-YNCO0010W	0	0	0	0
gene-YOL019W-A	0	0	0	0
gene-YOL019W	306	269	20	87
gene-YOL018C	550	572	24	80
gene-YOL017W	24	246	3	7
gene-YOL016C	3893	5752	48	221
gene-YOL015W	33	20	3	10
gene-YOL014W	65	170	11	58
gene-YNCO0011W	0	0	4	15
gene-YOL013C	519	524	33	143
gene-YOL012C	356	471	41	187
gene-YOL011W	262	309	226	858
gene-YOL010W	123	108	408	1433
gene-YOL009C	316	259	22	122
gene-YOL008W	73	198	14	73
gene-YOL007C	101	261	16	236
gene-YOL006C	379	391	339	1060
gene-YOL005C	182	269	57	243
gene-YOL004W	721	959	181	595
gene-YOL003C	93	165	21	93
gene-YOL002C	418	563	150	407
gene-YOL001W	263	133	45	246
gene-YOR001W	914	733	405	1344
gene-YOR002W	507	492	70	277
gene-YOR003W	168	185	21	69
gene-YOR004W	52	82	381	1294
gene-YOR005C	583	414	97	327
gene-YOR006C	285	334	311	989
gene-YOR007C	8230	10960	472	1804
gene-YNCO0012C	0	0	0	0
gene-YOR008C	1229	762	152	506
gene-YOR008C-A	10	6	1	1
gene-YOR009W	96	54	16	44
gene-YOR010C	182	108	36	87
gene-YOR011W	119	125	53	143
gene-YNCO0013C	0	0	0	0
gene-YOR011W-A	4	0	0	1
gene-YOR012W	22	21	36	85
gene-YOR014W	1699	1391	219	739
gene-YOR015W	124	170	29	150
gene-YOR016C	369	595	44	168
gene-YOR017W	130	206	43	152
gene-YOR018W	531	235	15	78
gene-YOR019W	2457	520	25	44
gene-YOR020C	5639	12366	249	1091
gene-YOR020W-A	2362	2169	68	243
gene-YOR021C	237	440	319	1087
gene-YOR022C	372	274	39	144
gene-YOR023C	1308	1092	124	434
gene-YOR025W	158	140	11	105
gene-YOR026W	61	180	33	166
gene-YOR027W	18351	19286	293	973
gene-YOR028C	412	158	50	247
gene-YOR029W	1	0	0	6
gene-YOR030W	614	293	86	286
gene-YOR031W	2603	1122	246	932
gene-YOR032C	1574	1653	93	184
gene-YOR032W-A	8	1	1	6
gene-YOR033C	42	116	44	197
gene-YOR034C	257	209	56	145
gene-YOR034C-A	43	36	1	7
gene-YOR035C	1923	1477	46	138
gene-YOR036W	4769	3676	99	289
gene-YOR037W	244	416	42	133
gene-YOR038C	92	204	59	225
gene-YOR039W	443	623	203	656
gene-YOR040W	1121	585	52	154
gene-YNCO0014C	151	121	12	38
gene-YOR042W	3272	3582	121	525
gene-YNCO0015C	30	42	2	10
gene-YOR043W	802	941	243	887
gene-YOR044W	261	111	80	337
gene-YOR045W	280	803	43	194
gene-YOR046C	352	542	457	1699
gene-YOR047C	17	20	152	367
gene-YOR048C	404	418	280	823
gene-YOR049C	633	398	135	441
gene-YOR051C	104	328	572	1624
gene-YOR052C	1204	1773	139	447
gene-YOR054C	1318	654	88	352
gene-YOR056C	660	758	547	1807
gene-YOR057W	635	602	186	650
gene-YOR058C	257	302	54	185
gene-YNCO0016W	0	0	1	0
gene-YOR059C	974	857	104	328
gene-YOR060C	131	123	22	105
gene-YOR061W	708	1049	217	825
gene-YOR062C	402	196	1151	4980
gene-YOR063W	5939	17135	9465	36791
gene-YOR064C	848	625	86	309
gene-YOR065W	4396	5658	219	836
gene-YOR066W	187	390	60	238
gene-YOR067C	93	123	80	258
gene-YOR069W	280	449	43	158
gene-YOR068C	0	0	0	0
gene-YOR070C	218	306	27	112
gene-YOR071C	216	147	61	116
gene-YOR072W	3	7	3	3
gene-YNCO0017W	0	0	0	0
gene-YOR072W-B	0	1	0	0
gene-YOR073W	31	90	31	110
gene-YOR074C	39	572	7	15
gene-YOR075W	947	723	55	177
gene-YOR076C	81	86	53	169
gene-YOR077W	117	87	74	201
gene-YOR078W	127	180	525	2063
gene-YOR079C	9	9	37	143
gene-YOR080W	81	119	19	91
gene-YOR081C	133	183	93	296
gene-YOR083W	47	50	8	17
gene-YOR084W	1438	3110	54	176
gene-YOR085W	143	275	71	240
gene-YOR086C	1032	1260	45	216
gene-YNCO0018W	0	0	0	0
gene-YOR087W	33	96	10	95
gene-YOR089C	1578	2087	227	959
gene-YOR090C	467	420	106	369
gene-YOR091W	143	445	629	2495
gene-YOR092W	139	167	466	1431
gene-YOR093C	191	268	59	212
gene-YOR094W	54	159	86	394
gene-YOR095C	135	449	235	897
gene-YOR096W	968	2804	2809	11196
gene-YOR097C	877	481	69	262
gene-YOR098C	952	694	408	1414
gene-YOR099W	1083	1182	158	634
gene-YOR100C	4102	2294	49	77
gene-YOR101W	254	178	94	361
gene-YOR103C	271	418	57	303
gene-YOR104W	153	111	19	87
gene-YOR105W	8	7	4	9
gene-YOR106W	267	268	81	368
gene-YOR107W	261	58	564	1565
gene-YOR108W	42	116	608	1813
gene-YOR109W	267	441	96	456
gene-YOR110W	101	112	90	281
gene-YOR111W	360	457	18	85
gene-YOR112W	183	445	79	252
gene-YOR113W	699	554	31	95
gene-YOR114W	150	291	6	18
gene-YOR115C	69	171	43	253
gene-YOR116C	580	501	468	1415
gene-YOR117W	1966	2817	208	925
gene-YOR118W	767	505	126	492
gene-YOR119C	701	442	205	570
gene-YOR120W	2258	1754	65	223
gene-YOR122C	4481	4162	451	2116
gene-YOR123C	1664	1931	190	621
gene-YOR124C	1119	1106	52	190
gene-YOR125C	757	686	25	101
gene-YOR126C	425	458	35	154
gene-YOR127W	258	399	87	306
gene-YOR128C	550	1159	924	2169
gene-YOR129C	89	99	109	283
gene-YOR130C	10	54	17	96
gene-YNCO0019W	0	0	0	1
gene-YOR131C	287	693	37	171
gene-YOR132W	1330	1312	35	163
gene-YOR133W	886	943	241	707
gene-YOR134W	318	41	3	7
gene-YOR136W	2990	8619	45	307
gene-YOR137C	146	79	18	103
gene-YOR138C	293	212	95	322
gene-YOR140W	280	273	239	614
gene-YOR141C	995	1142	78	316
gene-YOR142W	1510	3785	64	344
gene-YNCO0020C	1	5	2	18
gene-YOR142W-A	0	0	0	0
gene-YOR142W-B	0	0	0	0
gene-YOR143C	19	50	20	118
gene-YOR144C	22	63	20	94
gene-YOR145C	326	466	1370	4911
gene-YOR147W	1419	1541	220	678
gene-YOR148C	375	245	59	239
gene-YOR149C	56	92	60	162
gene-YOR150W	180	761	51	266
gene-YOR151C	1540	1555	414	1326
gene-YOR152C	639	256	48	97
gene-YOR153W	551	845	531	636
gene-YOR154W	301	257	165	582
gene-YOR155C	134	259	18	85
gene-YOR156C	90	75	38	106
gene-YOR157C	1503	2072	153	918
gene-YOR158W	227	597	90	345
gene-YOR159C	146	118	90	316
gene-YOR160W	378	361	260	915
gene-YOR161C	439	286	340	2001
gene-YOR161C-C	0	3	3	8
gene-YOR162C	660	511	70	245
gene-YOR163W	430	475	49	241
gene-YOR164C	581	846	66	330
gene-YOR165W	1007	1197	133	416
gene-YOR166C	60	143	88	275
gene-YOR167C	888	2013	1347	4664
gene-YOR168W	1106	1355	709	2480
gene-YOR171C	1015	1134	193	609
gene-YOR172W	334	526	73	241
gene-YOR173W	7140	4623	98	200
gene-YOR174W	219	476	36	162
gene-YOR175C	1504	1141	47	164
gene-YOR176W	656	662	16	111
gene-YNCO0021C	1	0	0	1
gene-YOR177C	32	25	0	7
gene-YOR178C	2604	4364	52	207
gene-YOR179C	184	315	18	71
gene-YOR180C	812	306	37	84
gene-YOR181W	197	267	48	140
gene-YOR182C	544	980	1038	3883
gene-YOR183W	7	5	5	16
gene-YOR184W	1670	1641	346	1462
gene-YNCO0022C	19	24	0	9
gene-YOR185C	4707	3480	75	187
gene-YOR186W	99	56	6	18
gene-YOR187W	1185	3978	230	902
gene-YOR188W	173	302	47	187
gene-YOR189W	264	382	52	154
gene-YOR190W	124	76	7	29
gene-YOR191W	1471	1250	110	309
gene-YOR192C	64	46	7	27
gene-YOR192C-C	2	7	0	0
gene-YOR192C-B	0	1	3	4
gene-YOR192C-A	0	0	0	0
gene-YNCO0023W	0	0	0	0
gene-YOR193W	195	191	15	134
gene-YOR194C	992	1042	168	607
gene-YOR195W	354	500	34	138
gene-YOR196C	1008	928	185	632
gene-YOR197W	2714	2889	177	794
gene-YOR198C	428	2315	208	1022
gene-YOR201C	22	72	159	512
gene-YOR202W	454	423	213	835
gene-YOR204W	732	2002	925	2406
gene-YOR205C	120	240	117	404
gene-YOR206W	489	1022	873	2785
gene-YOR207C	1082	606	389	1250
gene-YOR208W	924	607	90	228
gene-YOR209C	2213	3330	364	1349
gene-YOR210W	319	434	371	1322
gene-YOR211C	304	350	50	230
gene-YOR212W	94	106	6	44
gene-YOR213C	270	306	62	195
gene-YOR214C	5	1	1	1
gene-YOR215C	7215	5326	89	249
gene-YOR216C	96	223	42	154
gene-YOR217W	350	366	73	268
gene-YOR219C	780	419	56	226
gene-YOR220W	6999	3979	107	413
gene-YOR221C	385	335	69	244
gene-YOR222W	46	416	104	381
gene-YNCO0024C	31	74	1	9
gene-YOR223W	430	544	25	127
gene-YOR224C	131	360	558	2236
gene-YOR226C	23	24	522	739
gene-YOR227W	1623	1060	63	171
gene-YOR228C	415	707	15	84
gene-YOR229W	98	149	113	373
gene-YOR230W	8752	5182	201	639
gene-YOR231W	411	280	112	486
gene-YOR232W	556	1318	173	675
gene-YOR233W	18	36	196	628
gene-YOR234C	214	621	1404	5396
gene-YOR235W	3	1	0	1
gene-YNCO0025W	45	70	3	42
gene-YOR236W	82	79	37	204
gene-YOR237W	2	9	3	10
gene-YOR238W	194	250	52	266
gene-YOR239W	588	1079	156	466
gene-YOR241W	102	138	120	464
gene-YOR242C	19	26	15	123
gene-YOR243C	102	196	362	1072
gene-YOR244W	935	788	186	520
gene-YOR245C	1033	753	93	422
gene-YOR246C	138	229	312	1217
gene-YOR247W	484	1378	97	1110
gene-YOR249C	140	186	28	80
gene-YOR250C	188	354	42	138
gene-YOR251C	1079	1260	224	738
gene-YOR252W	182	322	438	1453
gene-YOR253W	63	180	59	243
gene-YOR254C	141	393	220	766
gene-YOR255W	12	25	2	3
gene-YOR256C	1574	819	110	324
gene-YOR257W	2084	1389	94	217
gene-YOR258W	215	255	33	101
gene-YOR259C	3538	4425	217	916
gene-YOR260W	378	417	329	1412
gene-YOR261C	3487	4494	144	746
gene-YOR262W	341	321	147	665
gene-YOR264W	478	777	26	106
gene-YOR265W	181	312	41	180
gene-YOR266W	128	235	14	53
gene-YOR267C	2221	2882	291	841
gene-YOR268C	23	14	0	0
gene-YOR269W	10	53	41	157
gene-YOR270C	2543	2297	936	3581
gene-YOR271C	20	42	749	2090
gene-YNCO0026W	6	15	2	8
gene-YOR272W	116	263	569	2090
gene-YOR273C	578	397	2206	4463
gene-YOR274W	688	1096	172	484
gene-YOR275C	399	541	68	259
gene-YOR276W	542	890	427	1755
gene-YNCO0027C	55	133	24	56
gene-YNCO0028W	24	67	10	22
gene-YOR278W	201	241	41	202
gene-YOR279C	45	92	31	144
gene-YOR280C	98	293	23	128
gene-YOR281C	173	344	135	427
gene-YOR283W	564	550	506	1474
gene-YOR284W	79	218	0	12
gene-YOR285W	6862	6107	145	517
gene-YOR286W	124	567	69	313
gene-YOR287C	95	116	264	929
gene-YOR288C	194	459	17	140
gene-YOR289W	3450	1792	53	120
gene-YNCO0029C	73	25	1	0
gene-YOR290C	802	1017	101	407
gene-YOR291W	176	268	132	429
gene-YOR292C	159	154	45	199
gene-YOR293W	1339	3128	2835	10944
gene-YOR293C-A	0	2	4	23
gene-YOR294W	285	287	822	2684
gene-YOR295W	48	83	83	253
gene-YOR296W	233	183	62	163
gene-YOR297C	111	160	44	191
gene-YOR298W	29	70	9	47
gene-YOR298C-A	5986	11633	193	876
gene-YOR299W	330	381	128	499
gene-YOR301W	63	159	35	119
gene-YOR302W	215	91	187	487
gene-YOR303W	2900	1775	2555	7725
gene-YOR304W	541	507	200	736
gene-YOR304C-A	144	183	31	140
gene-YOR305W	101	198	111	287
gene-YOR306C	77	117	441	1000
gene-YOR307C	272	191	226	593
gene-YOR308C	181	210	76	241
gene-YOR310C	238	789	2119	6656
gene-YOR311C	263	289	316	1144
gene-YOR312C	1630	4195	2884	11296
gene-YOR313C	29	47	1	4
gene-YOR314W	1	8	0	0
gene-YOR315W	12	70	14	44
gene-YOR316C	383	297	171	355
gene-YOR316C-A	6	1	1	6
gene-YOR317W	10736	4956	400	1380
gene-YOR319W	516	378	86	333
gene-YOR320C	121	187	67	242
gene-YOR321W	165	232	9	42
gene-YOR322C	523	562	157	576
gene-YOR323C	316	797	188	607
gene-YOR324C	203	127	32	149
gene-YOR326W	792	1897	124	534
gene-YOR327C	2881	2423	261	835
gene-YOR328W	1844	593	25	58
gene-YOR329C	449	543	42	209
gene-YOR330C	246	379	60	212
gene-YOR332W	2950	3822	432	1903
gene-YOR334W	17	20	76	287
gene-YOR335C	615	1202	704	2070
gene-YOR336W	261	266	46	194
gene-YOR337W	99	186	169	556
gene-YOR338W	1255	832	1362	3741
gene-YOR339C	84	21	22	58
gene-YOR340C	14	109	587	2162
gene-YOR341W	786	1101	1370	4475
gene-YOR342C	77	243	294	980
gene-YOR343C	35	27	1	3
gene-YOR343W-A	0	0	0	0
gene-YOR343W-B	17	2	6	18
gene-YNCO0030W	1	0	0	0
gene-YOR344C	1857	2067	271	691
gene-YNCO0031W	1	0	0	5
gene-YOR346W	141	175	60	207
gene-YOR347C	369	356	5	23
gene-YOR348C	1287	511	181	481
gene-YOR349W	69	92	42	195
gene-YOR350C	546	432	71	245
gene-YOR351C	22	10	8	21
gene-YOR352W	458	550	31	124
gene-YOR353C	319	237	81	370
gene-YOR354C	292	727	108	388
gene-YOR355W	317	519	416	1747
gene-YOR356W	459	335	70	322
gene-YOR357C	258	384	48	206
gene-YOR358W	93	344	20	112
gene-YOR359W	14	25	322	1009
gene-YOR360C	110	140	1282	4044
gene-YOR361C	698	1697	1095	3670
gene-YOR362C	1562	2436	107	627
gene-YOR363C	627	484	112	274
gene-YOR365C	196	52	38	128
gene-YOR367W	224	275	111	408
gene-YOR368W	44	151	62	277
gene-YOR369C	1521	4611	6105	24238
gene-YOR370C	714	1156	444	1614
gene-YOR371C	800	468	58	109
gene-YOR372C	397	392	35	164
gene-YOR373W	415	216	14	60
gene-YOR374W	45103	25946	409	596
gene-YOR375C	595	1117	4789	11698
gene-YOR376W	2	1	1	3
gene-YOR376W-A	77	115	5	7
gene-YOR377W	251	226	27	71
gene-YOR378W	76	88	96	322
gene-YOR380W	220	181	68	268
gene-YOR381W	186	155	35	93
gene-YOR381W-A	2	1	0	3
gene-YOR382W	1070	2882	23	125
gene-YOR383C	8839	11557	222	918
gene-YOR384W	499	284	21	34
gene-YOR385W	529	916	12	69
gene-YOR386W	212	315	3	15
gene-YOR387C	16	12	1	3
gene-YOR388C	585	39	17	18
gene-YOR389W	298	175	21	45
gene-YOR390W	15	7	15	53
gene-YOR391C	54	9	0	0
gene-YOR393W	1	0	0	0
gene-YOR394W	0	0	0	0
gene-YOR394C-A	2	0	0	0
gene-YOR396W	0	0	0	0
gene-YPL283C	3	1	0	0
gene-YPL282C	0	0	0	0
gene-YPL281C	3	2	0	0
gene-YPL280W	2	0	0	0
gene-YPL279C	2	2	2	4
gene-YPL278C	136	78	8	24
gene-YPL277C	758	367	36	98
gene-YPL276W	322	28	8	16
gene-YPL275W	52	7	2	5
gene-YPL274W	1731	1139	239	663
gene-YPL273W	251	447	146	503
gene-YPL272C	33	39	15	77
gene-YPL271W	4214	4560	107	329
gene-YPL270W	864	977	50	246
gene-YPL269W	55	124	18	72
gene-YPL268W	829	555	54	203
gene-YPL267W	16	133	4	21
gene-YPL266W	159	312	508	1492
gene-YPL265W	5463	2726	107	435
gene-YPL264C	59	47	15	61
gene-YPL263C	75	239	288	1085
gene-YPL262W	4977	10189	123	555
gene-YPL261C	174	119	9	31
gene-YPL260W	3140	3036	191	727
gene-YPL259C	722	748	84	301
gene-YNCP0025W	29	24	4	11
gene-YPL258C	276	208	33	126
gene-YNCP0001C	0	3	0	0
gene-YPL257W-A	0	0	0	0
gene-YPL257W-B	0	0	0	0
gene-YPL257W	50	41	1	12
gene-YPL256C	53	437	10	199
gene-YPL255W	19	46	7	46
gene-YPL254W	37	60	109	378
gene-YPL253C	41	64	22	102
gene-YPL252C	43	149	81	366
gene-YPL250C	1177	2626	21	111
gene-YPL249C-A	1588	3633	2523	10416
gene-YPL249C	383	668	33	114
gene-YNCP0002W	21	18	0	8
gene-YPL248C	0	0	0	0
gene-YPL247C	1313	1186	48	124
gene-YPL246C	169	519	161	719
gene-YPL245W	19	67	230	975
gene-YPL244C	127	216	104	420
gene-YPL243W	343	666	369	1415
gene-YPL242C	763	750	45	147
gene-YPL241C	54	67	6	18
gene-YPL240C	24459	44535	325	1532
gene-YPL239W	798	2757	405	1351
gene-YPL237W	1037	2293	1154	4236
gene-YPL236C	533	475	32	116
gene-YPL235W	501	756	294	1150
gene-YPL234C	808	1198	240	991
gene-YPL233W	227	213	30	90
gene-YPL232W	1744	2031	226	728
gene-YPL231W	15063	15820	189	570
gene-YPL230W	2202	902	36	55
gene-YPL229W	440	344	122	398
gene-YPL228W	119	232	74	253
gene-YPL227C	20	88	126	432
gene-YPL226W	266	540	1624	4208
gene-YPL225W	2836	3000	225	1104
gene-YPL224C	626	660	49	203
gene-YPL223C	2222	295	31	140
gene-YPL222W	3443	1640	55	107
gene-YPL221W	184	261	300	1032
gene-YPL220W	295	481	462	1680
gene-YPL219W	175	236	24	62
gene-YPL218W	1273	2054	183	755
gene-YPL217C	413	389	548	1713
gene-YPL216W	139	158	63	247
gene-YPL215W	130	328	59	223
gene-YPL214C	619	613	56	253
gene-YPL213W	335	340	43	144
gene-YPL212C	90	155	873	3058
gene-YPL211W	62	158	605	1945
gene-YPL210C	493	804	230	888
gene-YPL209C	6	16	8	26
gene-YPL208W	43	159	28	106
gene-YPL207W	279	398	354	1020
gene-YPL206C	1553	1766	71	301
gene-YPL204W	574	625	539	1655
gene-YPL203W	2538	2000	39	151
gene-YPL202C	141	153	177	578
gene-YPL201C	750	652	11	25
gene-YPL200W	116	48	3	5
gene-YPL199C	314	490	206	860
gene-YPL198W	204	567	908	3122
gene-YNCP0003W	3	2	6	17
gene-YPL196W	1030	1099	28	144
gene-YPL195W	653	832	103	331
gene-YPL194W	85	113	12	49
gene-YPL193W	807	318	170	546
gene-YPL192C	99	44	27	118
gene-YPL191C	345	199	12	33
gene-YPL190C	2352	2426	215	730
gene-YPL189C-A	731	540	113	272
gene-YPL189W	12	16	47	86
gene-YPL188W	212	185	90	271
gene-YPL187W	14	58	2	2
gene-YPL186C	3430	2963	46	121
gene-YPL184C	97	122	94	318
gene-YPL183W-A	194	324	34	112
gene-YPL183C	61	131	311	929
gene-YPL181W	1378	1454	219	649
gene-YPL180W	624	548	119	325
gene-YPL179W	3063	1979	389	1397
gene-YNCP0004C	0	0	0	0
gene-YPL178W	753	869	170	632
gene-YPL177C	925	713	247	527
gene-YPL176C	872	651	124	328
gene-YPL175W	161	189	93	241
gene-YPL174C	251	257	64	166
gene-YPL173W	226	663	61	210
gene-YPL172C	23	37	24	83
gene-YPL171C	245	680	7	56
gene-YPL170W	1592	1928	37	140
gene-YPL169C	1081	1696	350	1089
gene-YPL168W	259	499	25	114
gene-YPL167C	875	357	36	82
gene-YPL166W	390	254	5	13
gene-YPL165C	648	409	7	31
gene-YPL164C	452	382	14	90
gene-YPL163C	405	1068	7	56
gene-YPL162C	295	270	19	75
gene-YPL161C	51	176	24	82
gene-YPL160W	324	592	899	2455
gene-YPL159C	997	686	284	937
gene-YPL158C	305	579	34	95
gene-YPL157W	119	155	86	279
gene-YPL156C	831	783	47	109
gene-YPL155C	40	100	15	90
gene-YPL154C	11099	11507	213	759
gene-YPL153C	7	23	3	11
gene-YPL152W-A	0	0	0	1
gene-YPL152W	220	325	21	144
gene-YPL151C	570	764	117	386
gene-YPL150W	801	825	69	270
gene-YPL149W	1076	2060	48	276
gene-YPL148C	197	174	66	250
gene-YPL147W	1699	463	22	34
gene-YPL146C	282	323	640	1919
gene-YPL145C	757	977	414	1416
gene-YPL144W	122	191	65	239
gene-YNCP0005C	2	7	2	10
gene-YPL143W	713	2420	2226	9234
gene-YPL141C	678	445	28	75
gene-YPL140C	421	332	52	183
gene-YPL139C	163	188	137	457
gene-YPL138C	483	435	72	316
gene-YPL137C	416	494	222	710
gene-YPL135W	8465	5769	583	1761
gene-YPL134C	920	1652	62	318
gene-YPL133C	593	401	110	315
gene-YPL132W	79	196	50	138
gene-YPL131W	2511	9158	6465	24381
gene-YPL130W	9	1	5	29
gene-YPL129W	491	920	223	975
gene-YPL128C	15	27	99	309
gene-YPL127C	1056	2090	40	129
gene-YPL126W	119	246	833	2377
gene-YPL125W	441	440	98	419
gene-YPL124W	10	77	2	26
gene-YPL123C	1140	883	11	39
gene-YPL122C	153	167	83	336
gene-YPL121C	0	2	0	2
gene-YPL120W	321	320	37	125
gene-YPL119C-A	176	47	4	7
gene-YPL119C	1541	404	11	26
gene-YPL118W	430	1393	94	412
gene-YPL117C	3309	2322	671	2995
gene-YPL116W	156	209	48	203
gene-YPL115C	237	323	59	196
gene-YPL113C	846	246	12	30
gene-YPL112C	387	465	249	917
gene-YNCP0006C	1	1	0	1
gene-YPL111W	452	493	23	109
gene-YPL110C	243	277	13	99
gene-YPL109C	491	415	14	44
gene-YPL108W	50	103	50	256
gene-YPL107W	1264	613	154	436
gene-YPL106C	8930	20313	1654	5058
gene-YPL105C	1129	1545	334	1121
gene-YPL104W	111	456	59	245
gene-YPL103C	53	304	45	138
gene-YPL101W	414	538	155	556
gene-YPL100W	890	693	44	154
gene-YPL099C	309	449	43	104
gene-YPL098C	338	686	56	278
gene-YPL097W	62	140	40	120
gene-YPL096C-A	42	56	8	50
gene-YPL096W	279	377	19	110
gene-YPL095C	130	166	1023	1488
gene-YPL094C	886	1298	200	734
gene-YPL093W	324	628	2288	7156
gene-YPL092W	1350	569	69	166
gene-YPL091W	900	1646	204	778
gene-YPL090C	583	1549	1221	4313
gene-YPL089C	1848	743	160	462
gene-YPL088W	283	543	132	582
gene-YPL087W	1961	2555	66	349
gene-YPL086C	331	426	379	1267
gene-YPL085W	765	949	94	389
gene-YPL084W	1140	728	90	287
gene-YPL083C	222	303	56	147
gene-YPL082C	146	316	164	456
gene-YPL081W	203	192	866	4342
gene-YPL080C	9	14	8	55
gene-YPL079W	421	1310	2045	8390
gene-YPL078C	8526	11963	261	1264
gene-YPL077C	39	50	6	58
gene-YPL076W	221	139	37	75
gene-YPL075W	373	382	75	324
gene-YPL074W	810	664	90	363
gene-YPL072W	51	81	44	129
gene-YPL071C	403	248	47	166
gene-YPL070W	495	488	36	168
gene-YPL069C	38	43	84	314
gene-YPL068C	14	9	189	582
gene-YPL067C	51	66	15	47
gene-YPL066W	193	328	53	253
gene-YPL065W	437	360	44	190
gene-YPL064C	484	448	155	633
gene-YPL063W	567	1314	199	790
gene-YPL062W	1	14	4	7
gene-YPL061W	3614	9991	823	3347
gene-YPL060W	140	163	57	186
gene-YNCP0007C	0	1	0	0
gene-YPL060C-A	12	20	1	8
gene-YPL059W	562	1055	89	288
gene-YPL058C	152	548	444	766
gene-YPL057C	3793	2611	330	806
gene-YPL056C	108	94	8	37
gene-YPL055C	769	553	126	374
gene-YPL054W	1435	470	13	21
gene-YPL053C	955	727	153	496
gene-YPL052W	548	274	52	184
gene-YPL051W	243	84	48	200
gene-YPL050C	277	353	311	1325
gene-YPL049C	394	451	135	428
gene-YPL048W	4849	3639	441	1602
gene-YPL047W	67	58	124	519
gene-YPL046C	123	135	49	100
gene-YPL045W	88	149	96	356
gene-YPL043W	282	373	694	2102
gene-YPL042C	315	451	86	333
gene-YPL041C	13	8	13	65
gene-YPL040C	109	208	64	198
gene-YPL039W	156	137	92	346
gene-YPL038W-A	2	2	3	8
gene-YPL038W	44	78	90	271
gene-YPL037C	1777	2779	576	2437
gene-YPL036W	1494	465	70	249
gene-YPL034W	117	97	32	148
gene-YPL033C	4	2	1	6
gene-YPL032C	135	431	111	410
gene-YPL031C	659	1583	139	469
gene-YPL030W	51	38	282	1051
gene-YPL029W	49	79	62	173
gene-YPL028W	4443	3989	227	1432
gene-YPL027W	45	20	3	15
gene-YPL026C	680	701	571	1412
gene-YPL024W	170	243	203	609
gene-YPL023C	1113	1227	159	547
gene-YPL022W	478	614	73	290
gene-YPL021W	12	3	0	5
gene-YPL020C	971	794	73	153
gene-YPL019C	614	689	179	462
gene-YPL018W	258	159	19	55
gene-YPL017C	449	227	32	79
gene-YPL016W	263	224	81	348
gene-YPL015C	403	971	22	82
gene-YPL014W	52	804	9	54
gene-YPL013C	963	891	69	220
gene-YPL012W	137	288	858	2378
gene-YPL011C	235	338	90	338
gene-YPL010W	882	1536	101	369
gene-YPL009C	1611	1824	157	601
gene-YPL008W	185	322	35	109
gene-YPL007C	49	174	9	51
gene-YPL006W	1049	825	38	147
gene-YPL005W	169	371	31	111
gene-YPL004C	10760	9571	114	492
gene-YPL003W	281	212	19	100
gene-YPL002C	332	305	82	287
gene-YPL001W	37	49	116	500
gene-YPR001W	10239	1015	145	49
gene-YPR002W	8456	3269	75	73
gene-YNCP0008C	0	0	3	1
gene-YPR003C	216	213	35	122
gene-YPR004C	536	1049	240	820
gene-YPR005C	314	248	22	64
gene-YPR006C	2437	2595	32	116
gene-YPR007C	95	55	4	11
gene-YNCP0009W	0	1	1	1
gene-YPR008W	619	766	431	1053
gene-YPR009W	17	17	12	60
gene-YPR010C	228	496	1603	5088
gene-YNCP0010W	1	0	0	1
gene-YPR010C-A	9395	6469	148	420
gene-YPR011C	165	347	23	83
